time,LSTM,CNN,GRU,bilstm,cnn-bilstm,cnn-gru,cnn-gru-attention,emd-cnn-gru-attention,eemd-cnn-gru-attention,iceemdan-cnn-gru-attention,vmd-cnn-gru-attention,iceemdan-cnn-gru-attention-arima,vmd-cnn-gru-attention-arima,vmd-cnn-gru-attention-vmd-arima
2017/9/7 13:15,1.0229743,0.59183747,0.59183747,0.64103329,1.1718202,0.6857633,0.86063814,-0.21049142,0.90468895,0.303616414,0.319708134,0.200330831,0.319708134,0.319708134
2017/9/7 13:30,0.82000917,0.46399644,0.46399644,0.51437557,1.1179724,0.52000469,0.62009096,-0.52179003,0.60417199,0.137562053,-0.069809885,-0.014450968,-0.069809885,-0.069809885
2017/9/7 13:45,0.72620463,0.15523064,0.15523064,0.20832863,0.57729,0.15459868,0.23722383,-0.70618391,0.28070655,-0.197289612,-0.295094062,0.059016578,-0.295094062,-0.295094062
2017/9/7 14:00,0.89696276,0.47318766,0.47318766,0.532363,0.73663944,0.24182937,0.27534264,-0.91396666,0.65087318,-0.091652644,-0.111293847,-0.225244154,-0.111293847,-0.111293847
2017/9/7 14:15,0.84106719,0.27472103,0.27472103,0.32156846,0.54878181,0.082002133,0.16160491,-0.59153748,0.79517752,0.219642176,-0.166238751,0.121564638,-0.166238751,-0.166238751
2017/9/7 14:30,0.79174834,0.40227017,0.40227017,0.42608586,0.5975222,0.15759894,0.29618374,0.28041792,1.2418557,1.130988858,1.057404945,1.251656606,1.057404945,1.057404945
2017/9/7 14:45,1.4872602,1.4981611,1.4981611,1.5170652,1.3652048,0.96326059,1.5299242,0.87826753,1.649302,1.20959358,0.67848089,0.883295003,0.67848089,0.67848089
2017/9/7 15:00,1.3838063,0.97060555,0.97060555,0.99295503,0.94126266,0.51643318,0.835765,-0.28078127,1.3468331,0.961156915,0.524874736,0.972075477,0.524874736,0.524874736
2017/9/7 15:15,1.4539952,1.157822,1.157822,1.1725467,1.2579637,0.76443237,0.68739015,-0.31851101,1.1539711,0.707885805,0.349532549,0.681604566,0.349532549,0.349532549
2017/9/7 15:30,1.3007431,0.80030322,0.80030322,0.83340704,0.60512155,0.21147868,0.38657418,-0.33622932,0.74319297,0.342919886,-0.024729166,-0.004902787,-0.024729166,-0.024729166
2017/9/7 15:45,1.1495765,0.54834443,0.54834443,0.58346605,0.71791118,0.33574197,0.47810867,-0.30295181,0.55551487,0.107821305,-0.057059513,0.013748788,-0.057059513,-0.057059513
2017/9/7 16:00,0.90123552,0.48912749,0.48912749,0.5374881,0.87554783,0.35824296,0.4601185,-0.5938735,0.6377762,0.232614181,-0.136727063,-0.147853822,-0.136727063,-0.136727063
2017/9/7 16:15,0.6667558,0.050484184,0.050484184,0.10234585,0.66805786,0.21859929,0.30197245,-0.842484,0.28097117,0.166575907,-0.359611939,0.21604266,-0.359611939,-0.359611939
2017/9/7 16:30,0.68972927,0.32498315,0.32498315,0.37703395,0.76832479,0.27274272,0.37337232,-0.6116581,0.45905849,0.376451837,-0.154136981,0.198340171,-0.154136981,-0.154136981
2017/9/7 16:45,0.72414654,0.17414212,0.17414212,0.23474374,0.67625803,0.17330644,0.21140164,-0.65705538,0.41740769,0.421741206,-0.310668914,0.201766888,-0.310668914,-0.310668914
2017/9/7 17:00,0.74846762,0.31753254,0.31753254,0.35291177,0.57917541,0.11134002,0.16536224,-0.58754969,0.3903296,0.475218631,-0.372586788,0.13277915,-0.372586788,-0.372586788
2017/9/7 17:15,0.78117037,0.33132502,0.33132502,0.3673369,0.56246704,0.096171826,0.16824466,-0.42591953,0.44491443,0.558746065,-0.30062577,0.173222337,-0.30062577,-0.30062577
2017/9/7 17:30,0.77653158,0.31190073,0.31190073,0.34022352,0.55075687,0.088003606,0.15788889,-0.39546776,0.45493206,0.577343023,-0.346294488,0.089894689,-0.346294488,-0.346294488
2017/9/7 17:45,0.7470817,0.30463925,0.30463925,0.32973078,0.55075687,0.088003606,0.15540022,-0.3862648,0.40850425,0.599742884,-0.259185561,0.193112843,-0.259185561,-0.259185561
2017/9/7 18:00,0.73108476,0.26707309,0.26707309,0.29477182,0.55075687,0.088003606,0.14898375,-0.44629717,0.36442724,0.623843278,-0.266651348,0.1657919,-0.266651348,-0.266651348
2017/9/7 18:15,0.72633427,0.26414388,0.26414388,0.2911472,0.55075687,0.088003606,0.1482915,-0.55548573,0.29950345,0.647856664,-0.282938936,0.206821042,-0.282938936,-0.282938936
2017/9/7 18:30,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-0.72164392,0.26166323,0.643576905,-0.265739156,0.136059132,-0.265739156,-0.265739156
